127.0.0.1 - - [02/Jun/2020:00:02:02 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:21:38 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:21:38 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:21:38 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:29:59 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 11015
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:29:59 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1132
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:29:59 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:29:59 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:29:59 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:29:59 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:29:59 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:31:30 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 11015
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:31:30 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:31:30 +0900] "GET /teuching/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:31:30 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1192
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:31:30 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:31:30 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:31:30 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:31:30 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:32:20 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 11015
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:32:21 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1228
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:32:21 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:32:21 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:32:21 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:32:21 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:27 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 11015
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:27 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:27 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1373
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:27 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:27 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:27 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:27 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:42 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 11015
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:42 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1361
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:43 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:43 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:43 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:33:43 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:34:48 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 11015
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:34:48 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:34:48 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1424
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:34:49 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:34:49 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:34:49 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:34:49 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
127.0.0.1 - - [02/Jun/2020:01:53:52 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:53:54 +0900] "GET /teuching/ HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:53:54 +0900] "GET /teuching/index/index.do HTTP/1.1" 200 9294
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:53:54 +0900] "GET /teuching/resources/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:53:54 +0900] "GET /teuching/resources/js/google-map.js HTTP/1.1" 200 1946
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:53:55 +0900] "GET /teuching/resources/img/bg_2.jpg HTTP/1.1" 200 496799
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:53:55 +0900] "GET /teuching/resources/img/bg_1.jpg HTTP/1.1" 200 482375
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:53:55 +0900] "GET /teuching/resources/img/person_1.jpg HTTP/1.1" 200 36090
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:53:55 +0900] "GET /teuching/resources/img/person_2.jpg HTTP/1.1" 200 47939
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:53:55 +0900] "GET /teuching/resources/img/person_3.jpg HTTP/1.1" 200 35096
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:53:55 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:54:54 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15021
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:54:54 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:54:54 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1408
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:55:04 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:55:04 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:55:04 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:55:04 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:55:49 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15021
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:55:50 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:55:50 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:55:50 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:55:50 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:10 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15042
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:10 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:10 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:10 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:10 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:10 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15042
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/animate.css HTTP/1.1" 200 73641
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 9467
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/magnific-popup.css HTTP/1.1" 200 6950
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/owl.theme.default.min.css HTTP/1.1" 200 965
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/owl.carousel.min.css HTTP/1.1" 200 3440
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/aos.css HTTP/1.1" 200 25983
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/ionicons.min.css HTTP/1.1" 200 46816
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/icomoon.css HTTP/1.1" 200 79875
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/flaticon.css HTTP/1.1" 200 1127
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/jquery.timepicker.css HTTP/1.1" 200 1588
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/bootstrap-datepicker.css HTTP/1.1" 200 17945
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/style.css HTTP/1.1" 200 275858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/jquery.min.js HTTP/1.1" 200 268038
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 200 880
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/popper.min.js HTTP/1.1" 200 19032
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/bootstrap.min.js HTTP/1.1" 200 58072
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 11421
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/jquery.easing.1.3.js HTTP/1.1" 200 8111
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/jquery.stellar.min.js HTTP/1.1" 200 12597
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/jquery.waypoints.min.js HTTP/1.1" 200 8835
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/owl.carousel.min.js HTTP/1.1" 200 43237
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/jquery.magnific-popup.min.js HTTP/1.1" 200 20216
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/aos.js HTTP/1.1" 200 14244
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/jquery.animateNumber.min.js HTTP/1.1" 200 1391
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/bootstrap-datepicker.js HTTP/1.1" 200 46820
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/jquery.timepicker.min.js HTTP/1.1" 200 15764
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/scrollax.min.js HTTP/1.1" 200 7447
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1408
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/main.js HTTP/1.1" 200 6208
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/img/classes-1.jpg HTTP/1.1" 200 119422
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 307168
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:58:20 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:59:30 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15038
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:59:30 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:59:30 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:59:30 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:59:30 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:01:59:31 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:32 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15038
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:32 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 200 984
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:32 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:32 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:32 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:32 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:32 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:53 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15038
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:54 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 200 1001
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:54 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:54 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:54 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:01:54 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:47 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15038
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:47 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15038
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 9467
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/animate.css HTTP/1.1" 200 73641
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/owl.carousel.min.css HTTP/1.1" 200 3440
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/owl.theme.default.min.css HTTP/1.1" 200 965
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/aos.css HTTP/1.1" 200 25983
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/magnific-popup.css HTTP/1.1" 200 6950
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/ionicons.min.css HTTP/1.1" 200 46816
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/bootstrap-datepicker.css HTTP/1.1" 200 17945
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/jquery.timepicker.css HTTP/1.1" 200 1588
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/flaticon.css HTTP/1.1" 200 1127
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/style.css HTTP/1.1" 200 275858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/icomoon.css HTTP/1.1" 200 79875
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 200 1001
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/jquery.min.js HTTP/1.1" 200 268038
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 11421
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/popper.min.js HTTP/1.1" 200 19032
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/bootstrap.min.js HTTP/1.1" 200 58072
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/jquery.easing.1.3.js HTTP/1.1" 200 8111
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/jquery.waypoints.min.js HTTP/1.1" 200 8835
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/jquery.stellar.min.js HTTP/1.1" 200 12597
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/jquery.magnific-popup.min.js HTTP/1.1" 200 20216
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/aos.js HTTP/1.1" 200 14244
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/owl.carousel.min.js HTTP/1.1" 200 43237
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/jquery.animateNumber.min.js HTTP/1.1" 200 1391
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/bootstrap-datepicker.js HTTP/1.1" 200 46820
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/scrollax.min.js HTTP/1.1" 200 7447
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/jquery.timepicker.min.js HTTP/1.1" 200 15764
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1494
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/js/main.js HTTP/1.1" 200 6208
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/img/classes-1.jpg HTTP/1.1" 200 119422
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:55 +0900] "GET /teuching/resources/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 307168
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:58 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:58 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:58 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:02:58 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:09 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15038
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:09 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:09 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1496
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:10 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:10 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:10 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:10 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:19 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15038
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:19 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:19 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1497
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:20 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:20 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:20 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:03:20 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:05:24 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15038
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:05:24 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1659
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:05:24 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:05:25 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:05:25 +0900] "GET /teuching/resources/js/popper.min.js.map HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:05:25 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:05:25 +0900] "GET /teuching/resources/js/aos.js.map HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:06:40 +0900] "GET /teuching/matching/main.do HTTP/1.1" 200 15085
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:06:40 +0900] "GET /teuching/resources/css/matching/matching.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:06:40 +0900] "GET /teuching/resources/js/matching/matching.js HTTP/1.1" 200 1604
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:06:41 +0900] "GET /teuching/resources/css/aos.css.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [02/Jun/2020:02:06:41 +0900] "GET /teuching/resources/js/bootstrap.min.js.map HTTP/1.1" 404 861
